Number,Address,List Date,Price,Days on market,Total floor area,Year Built,Age,Lot Size,Latitude,Longitude,Driving_Distance_m,Proximity_Score
495,6182 BEATRICE STREET,2/24/2020,1610000,7,2343,1985,35,3877.5,49.22794709999999,-123.066653,8066.044441275612,32.10327763811057
160,6174 BEATRICE STREET,1/21/2020,1300000,7,2418,1962,58,3877.5,49.2280304,-123.0666823,8066.044441275612,32.10327763811057
536,2778 E 41ST AVENUE,7/18/2019,815000,11,1074,1916,103,3349.0,49.2326047,-123.0494388,8072.893359143857,32.030680479775434
1102,2924 W 41ST AVENUE,9/9/2019,1850000,3,2651,1925,94,4455.0,49.2345213,-123.1712105,8074.255882687863,32.01623800296925
975,4560 W 7TH AVENUE,8/21/2019,2300000,4,2224,1990,29,3715.8,49.2662668,-123.2108873,8077.022025941688,31.986917438226214
59,7567 ONTARIO STREET,4/27/2020,2028000,6,2300,1990,30,3700.0,49.2162508,-123.1066179,8081.734423871369,31.936966963535106
836,20 E 60TH AVENUE,2/6/2020,1290000,13,1625,1925,95,3330.0,49.2157298,-123.1055556,8081.734423871369,31.936966963535106
1255,807 W 61ST AVENUE,10/28/2019,1750000,6,2589,1977,42,4286.7,49.2158094,-123.1247251,8083.001695906643,31.92353413365331
1123,3425 W 33 AVENUE,10/21/2019,2680000,2,3374,1937,82,7308.0,49.24260590000001,-123.1807223,8084.026185034668,31.912674753986238
257,6770 SHERBROOKE STREET,2/25/2020,2190476,12,3559,2019,1,3936.0,49.2227,-123.08115,8089.220615556052,31.857614830320014
1287,7087 CYPRESS STREET,5/30/2019,3000000,6,4040,1928,91,8580.0,49.22108919999999,-123.150003,8098.160468604749,31.7628541776513
310,7061 CYPRESS STREET,5/29/2019,3000000,24,3602,1928,91,8580.0,49.2212784,-123.1500297,8098.160468604749,31.7628541776513
815,2271 E 44TH AVENUE,6/17/2019,1437500,36,2615,1971,48,3816.0,49.2305401,-123.0605722,8098.89192276054,31.755100910027956
871,2262 E 44 TH AVENUE,7/22/2019,1185000,85,1224,1926,93,3816.12,49.2300962,-123.0607313,8098.89192276054,31.755100910027956
517,780 W 60TH AVENUE,5/1/2019,3000000,218,3296,2009,10,5494.0,49.2158142,-123.1227434,8099.220708188468,31.751615850310678
92,4720 DUNBAR STREET,7/29/2019,1925000,5,3191,1927,92,4197.6,49.2440585,-123.1849087,8111.625400939509,31.620128590414986
1023,3850 LILLOOET STREET,9/30/2019,1230000,7,2240,1974,45,3552.25,49.2499006,-123.0387815,8112.60035206299,31.609794303679184
337,3875 LILLOOET STREET,5/31/2019,1150000,39,1864,1946,73,4120.5,49.24995999999999,-123.0394587,8112.60035206299,31.609794303679184
1188,3158 WELLINGTON AVENUE,10/8/2019,1400000,22,2497,1970,49,5155.72,49.24351859999999,-123.0392251,8113.769456709127,31.597402028470356
1237,3107 E 29TH AVENUE,8/12/2019,1240200,20,2525,1973,46,3544.0,49.2448095,-123.0387685,8116.961046050688,31.56357182036633
138,7225 HUDSON STREET,9/17/2019,3000000,55,3503,1987,32,13078.0,49.22001119999999,-123.135043,8117.422484927413,31.558680660647376
386,3757 W 29TH AVENUE,6/28/2019,2480000,116,3511,1950,69,6450.0,49.2464327,-123.1876671,8120.302090838907,31.528157414446866
935,250 E 61ST AVENUE,7/4/2019,935000,5,1620,1910,109,3286.0,49.2148545,-123.1008517,8133.828797790754,31.384777028635924
1131,158 E 61ST AVENUE,6/7/2019,1250000,114,1518,1944,75,3811.5,49.21482719999999,-123.1032592,8133.828797790754,31.384777028635924
1063,188 E 61ST AVENUE,8/19/2019,1250000,14,2361,1993,26,3630.0,49.2148934,-123.1024617,8133.828797790754,31.384777028635924
503,6574 VINE STREET,11/20/2019,2050000,20,2141,1978,41,3453.08,49.2262271,-123.1598026,8142.997352026377,31.287592189168954
830,6520 VINE STREET,5/6/2019,1798000,47,1867,1945,74,3453.0,49.2266928,-123.1597924,8142.997352026377,31.287592189168954
657,6751 KNIGHT STREET,10/17/2019,910000,21,1611,1948,71,3799.62,49.2229233,-123.077783,8149.590467454335,31.217706485492368
84,3364 W 36TH AVENUE,2/18/2020,3000000,8,2982,1930,90,6512.5,49.2392601,-123.1798536,8159.472469666556,31.112959240296867
40,3191 W 38TH AVENUE,4/20/2020,2898000,7,2792,1924,96,6525.0,49.2378175,-123.1755886,8160.316582154544,31.10401181690503
176,761 E 55TH AVENUE,6/20/2019,1575000,4,2684,1985,34,3950.0,49.2201354,-123.088775,8162.764779107241,31.078061419305048
1137,4586 W 8TH AVENUE,3/16/2019,2200000,119,2253,1987,32,3795.0,49.26540259999999,-123.2114808,8163.459433110289,31.070698225933846
9,2926 TRIMBLE STREET,8/16/2019,2500000,10,2133,2005,14,3360.0,49.2608353,-123.2058942,8165.349471799636,31.050664194189014
1030,3980 W 23RD AVENUE,6/3/2019,3000000,15,2765,1931,88,4026.0,49.2517586,-123.1930284,8166.785020030948,31.035447670316042
446,3265 E 21ST AVENUE,3/2/2020,1300000,7,2248,1966,54,3630.0,49.2517272,-123.035281,8168.724006626672,31.014894800562377
866,1717 E 49TH AVENUE,7/22/2019,1725000,30,3136,1992,27,5254.5,49.2254462,-123.0710736,8170.492593036393,30.996148138668357
426,1279 E 53 AVENUE,5/24/2019,1150000,22,1907,1962,57,3696.0,49.2220609,-123.08054,8177.283379106348,30.924167165757822
1257,3085 E 28 AVENUE,6/14/2019,1070000,34,1730,1932,87,3729.0,49.2456447,-123.0396676,8183.352142876376,30.859839484686614
24,235 E 62ND AVENUE,2/3/2020,1300000,22,1920,1968,52,3267.0,49.2145569,-123.1011695,8208.498579180467,30.593292293867325
628,235 E 62ND AVENUE,8/15/2019,1050000,14,1920,1968,51,3267.0,49.2145569,-123.1011695,8208.498579180467,30.593292293867325
722,2545 E 43RD AVENUE,5/12/2019,1392000,84,2382,1979,40,4146.12,49.2311214,-123.0540357,8209.486391547383,30.58282168052576
1174,1764 W 57TH AVENUE,5/2/2019,2050000,61,3298,1931,88,5600.0,49.21919519999999,-123.1470725,8210.428479485958,30.57283573697117
1009,1738 W 58TH AVENUE,3/4/2019,2600000,106,3380,1991,28,5600.0,49.2183416,-123.1465026,8210.428479485958,30.57283573697117
1209,3465 SEAFORTH DRIVE,8/20/2019,1230000,61,1570,1948,71,6088.62,49.25423,-123.0313767,8210.953984588697,30.56726548808173
944,3599 W 32ND AVENUE,7/1/2019,2455000,109,2324,2019,1,3045.46,49.24347050000001,-123.1848656,8216.47562860494,30.508737166874077
1056,4788 DUNBAR STREET,1/2/2020,2321905,35,2355,2019,1,3034.79,49.2434531,-123.1849217,8216.47562860494,30.508737166874077
846,645 E 58TH AVENUE,12/11/2019,1530000,1,2961,1975,44,5508.0,49.217445,-123.0921978,8217.5532280346,30.4973148286417
945,727 W 64TH AVENUE,5/24/2019,2548800,81,3319,1996,23,5504.0,49.2125956,-123.1213815,8224.330292531984,30.425479301653514
1252,6568 BALSAM STREET,5/21/2019,1746000,30,2214,1922,97,3450.0,49.22633860000001,-123.1609631,8229.546073550937,30.370193066987163
1111,7848 MAIN STREET,6/20/2019,1375000,15,3600,1953,66,5860.99,49.2140512,-123.1017972,8231.862213105258,30.34564245137372
1134,3986 W 24TH AVENUE,4/8/2019,2200000,149,2293,1941,78,5008.15,49.2508563,-123.1932106,8240.282181566728,30.25639247125519
627,6944 KNIGHT STREET,3/9/2020,925000,2,900,1957,63,3779.16,49.2212077,-123.0771225,8241.068902582132,30.248053385983674
579,7650 FRENCH STREET,4/3/2019,2230000,119,3669,1990,29,5850.0,49.2164065,-123.1386435,8246.330282343677,30.192283813774146
778,5195 SPENCER STREET,6/14/2019,1120000,115,1635,1947,73,4125.0,49.2374946,-123.039554,8247.609285574283,30.178726635570285
339,7642 OSLER STREET,4/22/2020,1661000,5,1678,1945,75,4356.0,49.2160209,-123.1310335,8249.500606953423,30.158679007570434
78,796 E 56TH AVENUE,12/9/2019,1250000,8,3107,1938,81,4102.0,49.2188836,-123.0880022,8255.087906870083,30.09945474696185
942,1108 E 53RD AVENUE,6/4/2019,1798000,4,3216,1922,97,9180.0,49.2216744,-123.082873,8262.76055728719,30.018126188509775
796,6936 CULLODEN STREET,4/17/2019,1563000,56,2251,2003,16,4092.0,49.2213181,-123.0785341,8265.405994998271,29.990085078356078
1084,4377 W 14TH AVENUE,4/17/2020,2802000,3,3603,1911,109,5734.0,49.2603364,-123.2054518,8266.2815631985,29.980804230711534
1285,4443 W 14TH AVENUE,3/9/2020,2780000,8,2447,1994,26,4026.0,49.26038029999999,-123.2076644,8266.2815631985,29.980804230711534
1019,3275 E 20TH AVENUE,6/25/2019,1106000,106,1485,1949,70,3620.0,49.2525379,-123.0348277,8266.42541790265,29.979279399645463
941,6847 SHERBROOKE STREET,3/16/2020,2000000,52,3492,2019,1,4019.7,49.222334,-123.0819578,8266.96022156535,29.973610587881883
1055,5530 KERR STREET,7/22/2019,1260000,74,2267,1945,74,4580.28,49.2344365,-123.0399947,8268.10504619088,29.961475676030936
400,3336 W 37TH AVENUE,2/4/2019,2368000,150,2807,1922,97,5475.0,49.2383301,-123.1794295,8268.54253912391,29.956838338521475
1151,19 W 62ND AVENUE,3/20/2020,1555000,3,2161,1914,106,3998.61,49.2144604,-123.1072093,8272.15378347891,29.9185598712847
685,3090 KINGS AVENUE,7/25/2019,700000,138,2838,1910,110,4425.0,49.2422116,-123.0404369,8279.338074462214,29.842407825067475
1231,4470 W 12TH AVENUE,10/24/2019,2800000,7,2444,1995,24,4026.0,49.2617868,-123.2082826,8285.716689865078,29.774795778716655
1162,2919 W 43RD AVENUE,7/23/2019,2430000,55,2974,1975,44,4455.0,49.2330586,-123.1709588,8287.72625444394,29.75349479647057
805,3184 E 23RD AVENUE,11/27/2019,1280000,7,2359,1945,74,3960.0,49.2494424,-123.0372749,8295.578601389307,29.67026149079196
63,4694 W 7TH AVENUE,3/31/2019,1910000,134,2158,1985,34,3719.0,49.2662901,-123.2149177,8299.799536118557,29.625520427640595
57,1743 E 49TH AVENUE,8/27/2019,1370000,34,2628,1966,53,4635.87,49.2254348,-123.0705409,8303.201794842029,29.589457166261713
589,3066 E 26TH AVENUE,8/6/2019,1976190,90,3199,2019,0,3563.35,49.246946,-123.04003,8303.960514002792,29.581414895043757
915,7308 ANGUS DRIVE,5/28/2019,2180000,18,2883,1940,79,7434.0,49.2192462,-123.1479002,8306.519368280915,29.554291551946488
326,3815 W 31ST AVENUE,10/17/2019,2160000,5,2911,1935,84,4293.31,49.2445211,-123.1886346,8321.89555224916,29.391307080004058
249,6950 INVERNESS STREET,9/20/2019,2250000,23,3550,2018,1,4026.0,49.2211266,-123.0798688,8325.070820034438,29.357649877129255
756,4758 KILLARNEY STREET,9/9/2019,1320000,6,1990,1977,42,3297.0,49.2412684,-123.0409558,8326.967936605355,29.337540821256702
813,350 E 60TH AVENUE,10/23/2019,1638000,31,2013,2011,8,3551.22,49.2156123,-123.0990959,8341.634879564874,29.18207416202553
1004,414 E 60TH AVENUE,5/19/2020,1197232,5,1754,1954,66,3382.0,49.215531,-123.0969483,8341.634879564874,29.18207416202553
1184,419 E 60TH AVENUE,11/12/2019,1372000,60,2271,1982,38,3892.0,49.2159906,-123.0968043,8341.634879564874,29.18207416202553
546,7610 CARTIER STREET,4/23/2019,2830000,261,3426,2018,2,4970.0,49.2163333,-123.1372232,8350.7517665285,29.085436985298575
51,1322 E 54TH AVENUE,4/3/2020,1175000,25,2256,1963,57,3874.0,49.220256,-123.0796401,8351.230255964858,29.080365093060813
1165,3241 E 28TH AVENUE,6/10/2019,1320000,12,2440,1977,42,3960.0,49.2456189,-123.0356793,8363.465639789212,28.950672473894457
161,870 W 61ST AVENUE,5/14/2019,1915000,128,2117,1987,32,3660.0,49.2153336,-123.12637,8369.38472580002,28.887931347107354
132,3468 WORTHINGTON DRIVE,7/8/2019,1588000,8,2369,1999,20,4510.0,49.2529002,-123.028029,8370.312606180903,28.87809600082012
1079,3322 W 38TH AVENUE,5/25/2020,2880000,7,2959,1925,95,5475.0,49.2375199,-123.1792479,8370.785361342783,28.873084890743893
516,3350 W 38TH AVENUE,4/19/2019,2800000,105,3502,1922,97,5475.0,49.2374967,-123.179633,8370.785361342783,28.873084890743893
273,62 W 63RD AVENUE,2/12/2020,1990000,2,2353,1988,32,3957.0,49.21315269999999,-123.1078167,8371.694561167347,28.86344755461403
510,31 W 63RD AVENUE,3/3/2020,1812000,6,2244,1967,53,3869.25,49.2136155,-123.1075245,8371.694561167347,28.86344755461403
1028,3037 W 42ND AVENUE,2/3/2020,2605000,8,2487,1991,29,4050.0,49.23402770000001,-123.1736991,8379.891034738346,28.776566575593588
305,4544 W 13TH AVENUE,5/12/2020,2350000,7,2694,1930,90,4026.0,49.2608895,-123.2105354,8385.960785247971,28.712228435280196
95,4649 W 8TH AVENUE,8/26/2019,2100000,64,1911,1926,93,3719.0,49.265859,-123.2136801,8387.704675968971,28.693743542742844
428,7899 HEATHER STREET,10/15/2019,1748000,56,2409,1962,57,4773.6,49.2133821,-123.1243475,8394.33175975098,28.62349778131338
108,1866 E 50TH AVENUE,10/17/2019,1470000,30,2160,1995,24,3600.0,49.2240915,-123.0680043,8395.82478764394,28.607671984533635
204,2217 E 48TH AVENUE,8/12/2019,1398888,8,2497,1973,46,4026.0,49.2265081,-123.0617101,8396.561181660096,28.599866355379312
916,3456 W 36TH AVENUE,10/24/2019,3000000,135,3893,1994,26,6512.0,49.2393037,-123.1811074,8398.01908098239,28.584412914416312
272,3478 W 36TH AVENUE,9/9/2019,2800000,0,2823,1926,93,6512.0,49.2392765,-123.1815128,8398.01908098239,28.584412914416312
1290,4866 MANOR STREET,3/16/2019,880000,257,1747,1911,108,3267.0,49.24074599999999,-123.0400663,8406.048513671416,28.499302535305294
564,4866 MANOR STREET,3/16/2020,997000,47,1747,1911,109,3267.0,49.24074599999999,-123.0400663,8406.048513671416,28.499302535305294
1249,4563 W 11TH AVENUE,2/19/2020,2300000,8,2270,1932,88,4019.4,49.2631372,-123.2111505,8408.333249896452,28.475084788695703
631,2262 E 48TH AVENUE,12/6/2019,1550000,69,2415,1995,25,4032.6,49.2260246,-123.0606098,8413.449591897146,28.42085258771644
451,2976 E 42ND AVENUE,5/25/2020,1557000,2,1590,1947,73,4878.8,49.2317876,-123.0438638,8414.64366105946,28.40819569363373
293,2986 E 42ND AVENUE,1/17/2020,2200000,9,3211,2008,12,4880.0,49.2318126,-123.0435581,8414.64366105946,28.40819569363373
1186,5704 KERR STREET,3/2/2020,1252000,4,2553,1941,79,4121.7,49.2327917,-123.0398764,8418.87713444174,28.363321723270317
215,6905 DUMFRIES STREET,10/22/2019,1415000,21,2474,1972,47,4011.48,49.2215466,-123.0750394,8435.563107065123,28.18645375378682
1013,2705 E 46TH AVENUE,8/20/2019,1470000,22,2500,1973,46,4026.0,49.228661,-123.0513798,8436.450508382874,28.17704747746539
459,7142 INVERNESS STREET,5/10/2019,2180952,101,3857,2018,1,4567.0,49.2193767,-123.0797127,8436.507473433176,28.17644365933588
492,895 E 58TH AVENUE,10/4/2019,1590000,35,2715,1993,26,3828.0,49.2175514,-123.0866635,8444.729879217972,28.08928780404051
824,5657 KERR STREET,6/27/2019,1359000,50,1942,1997,22,3450.0,49.2333778,-123.040589,8445.694434237717,28.079063713923137
54,1312 W 59TH AVENUE,7/25/2019,2320000,20,3189,1988,31,5280.0,49.217053,-123.1345216,8460.280623265942,27.92445303019774
1046,3427 MONS DRIVE,11/6/2019,1210000,1,1446,1948,71,4510.0,49.2531863,-123.0310477,8462.95559613855,27.89609885324442
882,6435 NANAIMO STREET,7/25/2019,1285000,1,2500,1961,58,5468.0,49.22574969999999,-123.059504,8463.302740182744,27.892419195869888
892,7537 HUDSON STREET,6/12/2019,2945000,21,3615,2001,18,6031.5,49.2167095,-123.1344517,8468.902741310743,27.83306030496373
1112,4409 W 16TH AVENUE,1/21/2019,2965000,180,2850,2018,1,4026.0,49.2585337,-123.2065837,8469.68082541413,27.8248127692306
594,3176 TRIMBLE STREET,6/11/2019,1600000,65,1592,1949,70,4026.0,49.2585466,-123.206075,8469.68082541413,27.8248127692306
839,6664 VICTORIA DRIVE,10/15/2019,1285000,29,2479,1972,47,3904.23,49.2234602,-123.0654903,8469.68140445825,27.82480663147885
1266,2045 E 51ST AVENUE,9/3/2019,1275000,2,1786,1946,73,4026.0,49.223353,-123.0647203,8469.68140445825,27.82480663147885
225,3385 ANZIO DRIVE,5/6/2020,1865000,13,3231,2004,16,4950.0,49.2525543,-123.0315441,8470.268519385938,27.818583330778466
290,3468 NORMANDY DRIVE,9/8/2019,1437000,15,2840,1977,42,4510.0,49.2522969,-123.0289472,8470.268519385938,27.818583330778466
964,3335 W 39TH AVENUE,5/8/2019,2300000,69,3016,1941,78,5320.0,49.23662059999999,-123.1794443,8475.883034051725,27.75907059927719
1085,4507 W 14TH AVENUE,3/25/2019,2900000,191,2407,1999,20,4026.0,49.26041,-123.2096042,8486.596064718236,27.645514618827782
278,3320 E 29TH AVENUE,5/7/2019,1368888,80,2005,2002,17,3731.0,49.2442834,-123.0328818,8487.978007180302,27.630866305377598
1141,6963 LANARK STREET,9/20/2019,1450000,11,2272,1952,67,5001.66,49.2209423,-123.0764588,8491.289143691414,27.595768921208197
1067,3323 E 23RD AVENUE,7/18/2019,1488000,12,2200,2001,18,3960.0,49.24987429999999,-123.0328588,8498.871525536473,27.515397191549194
1167,756 W 64TH AVENUE,12/21/2019,2900000,22,3215,2006,14,5346.86,49.21210610000001,-123.1222557,8500.638242779045,27.496670342452767
527,3408 W 37TH AVENUE,3/12/2020,2520000,2,2751,1987,33,5475.0,49.238304,-123.180464,8501.949299264923,27.482773406159676
1095,3328 W 39TH AVENUE,11/20/2019,2273000,11,2191,2013,6,2537.5,49.236206,-123.1792974,8503.748537393736,27.46370184217938
658,7687 OAK STREET,5/28/2019,1840000,31,2508,1976,43,4252.71,49.2155765,-123.1303599,8508.485151058396,27.41349468554518
179,1087 PARK DRIVE,5/2/2019,2175000,88,3414,1912,107,5640.0,49.2150356,-123.1311799,8508.485151058396,27.41349468554518
114,7823 SHAUGHNESSY STREET,1/12/2020,2025000,21,2360,1994,26,3964.23,49.2138714,-123.1290471,8513.925689827342,27.35582606372261
784,910 E 56TH AVENUE,11/12/2019,1695000,51,2230,2003,17,4429.6,49.2188385,-123.0862011,8519.84290624201,27.29310475428033
595,3989 W 29TH AVENUE,11/20/2019,2850000,3,2438,1942,77,6162.0,49.24642859999999,-123.193202,8521.443890291936,27.276134643848216
425,2142 E 49TH AVENUE,11/12/2019,1480000,6,2636,1976,43,4521.0,49.2248926,-123.0637228,8521.689326374179,27.273533070509693
432,7972 SOPHIA STREET,4/9/2019,1500000,78,3108,1960,59,4026.0,49.2128531,-123.1000174,8530.233960044372,27.18296166413513
934,7827 CARTIER STREET,9/10/2019,1865000,89,2347,1979,40,4026.0,49.2146914,-123.1379868,8530.541831729324,27.179698285906717
702,7171 ROSS STREET,9/30/2019,1328888,19,2339,1979,40,4051.08,49.2194148,-123.0829526,8530.76260287097,27.17735815600092
629,3235 QUEENS AVENUE,1/9/2020,1610000,37,2950,1984,36,4570.0,49.2415725,-123.0359502,8532.834166630148,27.155399994854957
662,807 E 59TH AVENUE,11/3/2019,1497000,110,2492,1965,55,4923.6,49.2168088,-123.0876755,8532.94737657247,27.154199992129556
928,757 E 59TH AVENUE,11/18/2019,2300000,1,3664,2019,0,3996.0,49.21667619999999,-123.0891286,8534.913263589939,27.133361983290538
571,772 E 59TH AVENUE,4/15/2019,1565000,157,2204,2008,11,4026.0,49.2163546,-123.0885915,8534.913263589939,27.133361983290538
412,773 E 59TH AVENUE,6/4/2019,1385000,144,2400,1993,26,3974.0,49.2167355,-123.0886945,8534.913263589939,27.133361983290538
507,3549 HAIDA DRIVE,12/6/2019,2243286,1,3788,2018,1,4510.0,49.2542268,-123.0267199,8543.067966310133,27.046923766926632
1039,4435 RUPERT STREET,8/6/2019,1220000,42,1857,1953,66,4573.0,49.245024,-123.0342854,8560.17129200353,26.865631938449898
973,7970 OAK STREET,9/5/2019,1950000,82,3724,1928,91,5925.0,49.21329,-123.1297314,8567.309588610435,26.789967423414986
123,4818 RUPERT STREET,10/15/2019,1350000,0,2099,1999,20,3498.0,49.2412508,-123.0368035,8583.320601195179,26.620253895222447
301,425 E 63RD AVENUE,11/21/2019,1440000,16,2198,1961,58,5034.0,49.213626,-123.0971495,8588.32228390318,26.567237059792358
630,3269 E 25TH AVENUE,10/28/2019,1220000,7,2004,1933,86,3960.0,49.2480869,-123.0349711,8592.93380856681,26.518355821527816
605,7799 BIRCH STREET,6/10/2019,2988000,80,3399,2016,3,4043.0,49.21511599999999,-123.1365687,8597.283800695252,26.472246775780704
697,7320 INVERNESS STREET,1/17/2020,1250000,6,1858,1952,68,3830.4,49.2179558,-123.0799173,8598.440228841679,26.459988868931127
47,7248 KNIGHT STREET,6/14/2019,967000,2,1958,1949,70,4026.0,49.2186327,-123.0766399,8605.620472748384,26.383879720915658
10,466 E 60TH AVENUE,10/17/2019,2400000,44,3989,2019,0,4412.0,49.2155419,-123.095323,8608.14647380437,26.35710461539622
30,495 E 60TH AVENUE,5/1/2020,1240000,4,1600,1949,71,4082.34,49.2159378,-123.0943902,8608.14647380437,26.35710461539622
1026,926 E 58TH AVENUE,11/6/2019,1060000,0,1650,1946,73,3692.7,49.2171298,-123.086408,8615.945510586182,26.274436386779264
1065,1012 E 58TH AVENUE,7/31/2019,1905000,103,2630,2017,2,3762.0,49.21717510000001,-123.0851753,8615.945510586182,26.274436386779264
539,3954 W 30TH AVENUE,2/18/2020,2960000,2,2473,1955,65,6508.5,49.24503070000001,-123.1924197,8617.669763518397,26.25615965087179
342,3962 W 30TH AVENUE,9/19/2019,2898000,6,734,1929,90,6500.0,49.2450342,-123.1926378,8617.669763518397,26.25615965087179
324,2712 WAVERLEY AVENUE,10/15/2019,1590000,3,2571,1962,57,4867.8,49.226583,-123.0513763,8628.03350742019,26.146306040205523
781,8032 SHAUGHNESSY STREET,11/1/2019,1590000,34,1823,1946,73,4088.18,49.212653,-123.1284236,8635.79027855045,26.064085819033966
250,1637 W 62ND AVENUE,2/26/2020,2430000,20,3313,1927,93,6500.0,49.2152471,-123.1445844,8636.822539929974,26.05314405505692
585,747 E 60TH AVENUE,7/7/2019,1040000,42,2246,1938,81,4026.0,49.2158107,-123.0893294,8638.965911269423,26.030424747935065
345,92 MALTA PLACE,2/8/2019,1300000,118,1680,1948,71,10287.0,49.2544177,-123.0257592,8641.990675727371,25.998362850201072
1126,2350 E 49TH AVENUE,5/27/2019,1500000,133,2606,1967,52,6190.0,49.2246269,-123.0582977,8654.541741120078,25.8653240696057
1125,3246 E 27TH AVENUE,3/5/2020,1632000,1,2780,1994,26,3960.0,49.2460533,-123.0351001,8658.758735910777,25.820624769014255
464,6570 NANAIMO STREET,6/20/2019,1300000,25,2411,1964,55,4356.0,49.2242572,-123.0588186,8665.28610122218,25.7514360034108
164,2270 SW MARINE DRIVE,3/10/2020,2685000,70,3490,1955,65,15983.0,49.2217599,-123.1591745,8666.391202147513,25.739722154829735
433,1525 E 55TH AVENUE,7/9/2019,1365000,28,1334,1954,65,4707.0,49.2197633,-123.0743677,8669.469332791276,25.707094586209365
111,3334 E 27TH AVENUE,2/5/2020,2152000,56,3416,2020,0,3960.0,49.2459584,-123.0324494,8670.685156860722,25.694207094466105
1122,7951 FRENCH STREET,6/11/2019,1680000,78,1618,1949,70,4327.73,49.2137514,-123.1393515,8676.347873679248,25.634183429795264
1001,3308 AUSTREY AVENUE,8/17/2019,1725000,63,2894,2019,0,3300.0,49.2380507,-123.0358229,8680.379233610158,25.59145182155578
990,1083 E 57TH AVENUE,9/10/2019,1070000,4,1041,1941,78,3656.4,49.2184069,-123.083604,8690.464124365371,25.484553998420324
1129,1090 E 57TH AVENUE,7/8/2019,1500000,29,2012,2012,7,3597.0,49.2179565,-123.0834679,8690.464124365371,25.484553998420324
591,4226 RUPERT STREET,12/2/2019,1475000,7,2780,1977,43,4480.0,49.2467152,-123.0334385,8692.232374634192,25.465810899552565
1043,3432 E 23RD AVENUE,6/11/2019,1314000,43,2650,1966,53,3960.0,49.2494102,-123.0300257,8692.378007339585,25.464267222029257
336,495 E 61ST AVENUE,2/17/2020,1175000,9,1754,1954,66,3536.57,49.2150867,-123.0944295,8695.450665138238,25.431697664471443
531,508 E 61ST AVENUE,2/18/2020,2100000,62,2863,2020,0,3465.82,49.214777,-123.0940243,8695.450665138238,25.431697664471443
1291,526 E 61ST AVENUE,8/21/2019,1029000,38,1700,1953,66,3465.0,49.2147386,-123.093746,8695.450665138238,25.431697664471443
968,7898 HUDSON STREET,1/9/2019,2043000,241,2378,1990,29,3983.1,49.21407929999999,-123.1338684,8698.006640482217,25.404604837499754
736,7750 HUDSON STREET,2/18/2020,1992000,5,2100,1990,30,3752.0,49.2150761,-123.1338514,8698.006640482217,25.404604837499754
920,7455 WEST BOULEVARD,9/16/2019,1709000,8,2188,1941,78,4800.0,49.2176132,-123.1498141,8698.17281104375,25.402843462812786
357,4583 W 14TH AVENUE,2/21/2020,2068000,0,1508,1928,92,4096.0,49.26045370000001,-123.2116735,8707.879767412875,25.299951668512122
226,1767 W 61ST AVENUE,6/26/2019,2830000,12,3894,1992,27,6500.0,49.216224,-123.1472348,8708.823212111372,25.289951343573946
1052,3687 HAIDA DRIVE,5/1/2019,1620000,96,3160,1980,39,6150.0,49.2537746,-123.0253992,8710.614069755504,25.2709686110536
903,3427 DIEPPE DRIVE,2/13/2019,1150000,212,1580,1948,71,4620.0,49.2538478,-123.0249787,8710.614069755504,25.2709686110536
69,1865 E 53RD AVENUE,6/26/2019,1295000,0,2214,1907,112,3385.6,49.222088,-123.0681153,8720.12395521265,25.17016572896874
385,7491 LABURNUM STREET,8/1/2019,2400000,20,2568,1953,66,6389.0,49.2173179,-123.1515123,8720.999225674495,25.16088803729145
369,7425 LABURNUM STREET,4/26/2019,2250000,115,2100,1953,66,6000.0,49.2178669,-123.15148,8721.598704306138,25.154533683804214
504,1648 W 63RD AVENUE,10/8/2019,1500000,2,1950,1930,89,3828.0,49.21386529999999,-123.1448736,8740.15683377115,24.957821226581988
341,3536 WORTHINGTON DRIVE,2/10/2020,2420000,24,3856,2019,1,4513.0,49.2523462,-123.0271697,8740.587998005898,24.95325097200738
573,3505 WORTHINGTON DRIVE,11/18/2019,1413000,62,1668,1948,72,4510.0,49.2527348,-123.0268849,8740.587998005898,24.95325097200738
888,3487 NORMANDY DRIVE,2/18/2020,2379047,4,3887,2019,1,4510.0,49.2523679,-123.0280856,8740.587998005898,24.95325097200738
277,1404 W 64TH AVENUE,7/2/2019,1520000,22,1980,1951,68,3799.0,49.2128799,-123.1379269,8740.893381559628,24.95001396747184
1264,6515 ELLIOTT STREET,10/28/2019,1386000,2,2020,1962,57,5567.07,49.224583,-123.0550699,8745.52755208293,24.900892687628197
394,3375 EUCLID AVE AVENUE,5/7/2020,1180000,12,2275,1986,34,3630.0,49.2372351,-123.0349415,8747.30911864881,24.88200843867734
976,1888 E 53RD AVENUE,5/17/2019,1299000,31,1989,1989,30,3456.0,49.2216876,-123.067498,8747.38625003466,24.88119086142808
1071,1915 E 53RD AVENUE,4/1/2019,1210000,89,1646,1957,62,3385.0,49.2220342,-123.0674296,8747.38625003466,24.88119086142808
959,5769 JOYCE STREET,3/17/2020,1594000,23,2192,2002,18,4026.0,49.2316165,-123.037823,8750.072629677905,24.85271577498951
181,8141 LAUREL STREET,5/6/2019,2090000,243,3000,1951,69,6035.04,49.211963,-123.1263741,8752.853181412738,24.82324248323218
834,8175 LAUREL STREET,1/10/2020,2700000,29,3615,1994,26,6031.08,49.21165000000001,-123.1263735,8752.853181412738,24.82324248323218
